   0,3745,13099, 160,   1,   5
   0,3460,12277, 662,   1,   3
   0,9055,14283,1274,   1,   1
   0,3029,12334, 124,   1,   8
   0,5679,6400, 286,   1,   8
   0,1013,6391, 557,   1,   6
   0,8820,9755,1379,   1,   1
   0,5609,13099, 280,   1,   7
   0,9174,11378,1068,   1,   1
   0,5005,13138, 209,   1,   7
   0,5679,9755,1207,   1,   1
   0,3967,6161,1454,   1,   4
   0,4785,6400, 181,   1,   8
   0,9174,14283,1283,   1,   2
   0,1122,8862,  10,   1,   8
   0,2645,9509, 711,   1,   1
   0,8472,13138, 325,   1,   2
   0,3690,5219, 131,   1,   4
   0,4409,5219, 692,   1,   5
   0,1129,6391, 585,   1,   6
   0,1782,6074,1609,   1,   2
   0,1811,6844,  57,   1,   1
   0,2292,11852,  94,   1,   6
   0,1811,5958,1211,   1,   1
   0,2754,4644,1686,   1,   1
   0,1919,2754,1668,   1,   1
   0,11783,13099, 484,   1,  13
   0,2985,10372,1995,   1,   2
   0,10167,12847, 363,   1,   6
   0,2645,11852, 109,   1,   6
   0,1247,5124,1853,   1,   2
   0,5476,8862, 256,   1,   6
   0,2671,7136,1941,   1,   2
   0,2456,7507, 647,   1,   9
   0, 922,13504, 555,   1,   4
   0,7379,10372,1294,   1,   1
   0,1919,7507, 623,   1,   3
   0,9055,9931, 851,   1,   1
   0,1796,13537,1939,   1,   5
   0,1811,11114,1036,   1,   1
   0,2835,13982,1336,   1,   2
   0,3299,5568, 809,   1,   1
   0,1402,5968,  40,   1,   2
   0,3029,3266, 713,   1,   1
   0,5968,9509, 945,   1,  12
   0,2292,4644,1552,   1,   1
   0,6074,9869,1612,   1,   3
   0,1796,3374,1190,   1,   2
   0,8376,13566,1260,   1,   2
   0,1013,10606, 561,   1,   3
   0,6901,8970,1532,   1,   1
   0,5303,8812, 237,   1,   8
   0,4818,5805, 995,   1,   2
   0,5968,14306, 949,   1,  11
   0,3690,5805, 811,   1,   1
   0,10580,10635,1891,   1,   2
   0,2665,5407, 986,   1,   2
   0,5692,13537,1641,   1,   4
   0,8155,9174,1281,   1,   1
   0,2645,6695, 103,   1,   9
   0,2985,5805, 994,   1,   1
   0,3374,9794,1194,   1,   3
   0,3840,10606, 672,   1,   3
   0,1919,3690, 776,   1,   1
   0,5135,10372, 923,   1,   4
   0,5968,7136, 942,   1,   6
   0,6901,14503,1311,   1,   1
   0,2985,8631,1008,   1,   5
   0,5968,14513, 760,   1,   7
   0, 756,6901,1817,   1,  11
   0,5037,11924,1525,   1,   1
   0,1022,8812, 573,   1,   9
   0,3460,10606, 661,   1,   3
   0,4409,6420,1764,   1,   3
   0,3840,9931, 793,   1,   4
   0,3690,7067, 136,   1,   4
   0,1402,8812,  45,   1,   6
   0,4785,7136,1254,   1,   6
   0,2665,5968, 940,   1,   2
   0,2985,14513,1998,   1,   4
   0,1958,3440,1112,   1,   1
   0,8144,9931,1877,   1,   1
   0,2645,7067, 105,   1,   6
   0,4634,14016,1685,   1,   1
   0,2456,12889, 652,   1,   7
   0,10167,10635,1509,   1,   2
   0,3029,14283,1247,   1,   1
   0,14596,14607,1663,   1,   1
   0,2835,8631,1007,   1,   2
   0,5324,14175,1142,   1,   2
   0,6074,11924,1728,   1,   1
   0,2985,9755,1490,   1,   2
   0, 756,14306,1101,   1,   9
   0,8970,10167,1485,   1,   4
   0,5037,11580,1133,   1,   1
   0,3460,5219, 656,   1,   2
   0,2468,8155,1715,   1,   4
   0,6144,11378,1865,   1,   1
   0,6074,14596,1615,   1,   7
   0,2292,5050,1554,   1,   2
   0,5968,8144,1702,   1,   9
   0,5005,9755,1201,   1,   3
   0,3967,5222, 979,   1,   1
   0,1309,5219,  21,   1,   5
   0,5125,5135,1768,   1,   2
   0,2754,10022,1062,   1,   1
   0,6928,10606,1711,   1,   1
   0,1171,3299, 595,   1,   1
   0,5022,9755,1779,   1,   1
   0,4082,9931,1597,   1,   5
   0,2456,8812, 648,   1,  10
   0,5135,9412, 920,   1,   4
   0,9931,14607,1661,   1,   6
   0,5219,13537,1077,   1,   2
   0,4409,5958,1761,   1,   1
   0,5476,13099, 262,   1,   9
   0,9869,14607,1660,   1,   4
   0,2665,10372,1732,   1,   1
   0,6074,10580, 816,   1,   3
   0,4785,10587,1031,   1,   1
   0,2108,3374,1332,   1,   1
   0,5225,8773,1723,   1,   3
   0,5219,14441,1698,   1,   4
   0,1919,10606, 781,   1,   1
   0,5968,8006, 943,   1,  11
   0,5994,8773,1473,   1,   2
   0,5679,6844, 288,   1,   6
